# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008659	17-Hydroxysteroid Dehydrogenase Deficiency	MESH:C537805	HSD17B3	3293	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	264300	25526675
d008659	Hyperinsulinemic hypoglycemia, familial, 7	MESH:C538376	SLC16A1	6566	Metabolic disease	Metabolic disease	marker/mechanism	610021	
d008659	Hyperinsulinism	MESH:D006946	CCL2	6347	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Hyperinsulinism	MESH:D006946	CD163	9332	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Hyperinsulinism	MESH:D006946	CD40	958	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Hyperinsulinism	MESH:D006946	CD68	968	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Hyperinsulinism	MESH:D006946	COL3A1	1281	Metabolic disease	Metabolic disease	marker/mechanism		20836762
d008659	Hyperinsulinism	MESH:D006946	FANCA	2175	Metabolic disease	Metabolic disease	marker/mechanism		22482891
d008659	Hyperinsulinism	MESH:D006946	FANCC	2176	Metabolic disease	Metabolic disease	marker/mechanism		22482891
d008659	Hyperinsulinism	MESH:D006946	FBN1	2200	Metabolic disease	Metabolic disease	marker/mechanism		20836762
d008659	Hyperinsulinism	MESH:D006946	FCGR3B	2215	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Hyperinsulinism	MESH:D006946	GCG	2641	Metabolic disease	Metabolic disease	marker/mechanism		3019152
d008659	Hyperinsulinism	MESH:D006946	GLUD1	2746	Metabolic disease	Metabolic disease	marker/mechanism		9571255
d008659	Hyperinsulinism	MESH:D006946	GPX1	2876	Metabolic disease	Metabolic disease	marker/mechanism		15184668|18560803
d008659	Hyperinsulinism	MESH:D006946	HMOX1	3162	Metabolic disease	Metabolic disease	therapeutic		19171794
d008659	Hyperinsulinism	MESH:D006946	INS	3630	Metabolic disease	Metabolic disease	marker/mechanism		2991050|3511099|4019786|6382002
d008659	Hyperinsulinism	MESH:D006946	INSR	3643	Metabolic disease	Metabolic disease	marker/mechanism		10949030|18411068
d008659	Hyperinsulinism	MESH:D006946	IRS1	3667	Metabolic disease	Metabolic disease	marker/mechanism		19734900
d008659	Hyperinsulinism	MESH:D006946	ITGAM	3684	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Hyperinsulinism	MESH:D006946	LEP	3952	Metabolic disease	Metabolic disease	marker/mechanism		9826672
d008659	Hyperinsulinism	MESH:D006946	LEPR	3953	Metabolic disease	Metabolic disease	marker/mechanism		15093691|22949526|24384915|25222487|29988851|30689673|3519326
d008659	Hyperinsulinism	MESH:D006946	MC4R	4160	Metabolic disease	Metabolic disease	marker/mechanism		23251400
d008659	Hyperinsulinism	MESH:D006946	MRC1	4360	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Hyperinsulinism	MESH:D006946	NEIL1	79661	Metabolic disease	Metabolic disease	marker/mechanism		16446448
d008659	Hyperinsulinism	MESH:D006946	NOS3	4846	Metabolic disease	Metabolic disease	therapeutic		19008412
d008659	Hyperinsulinism	MESH:D006946	PTPN1	5770	Metabolic disease	Metabolic disease	therapeutic		28899902
d008659	Hyperinsulinism	MESH:D006946	TNF	7124	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Hyperinsulinism	MESH:D006946	TSC22D3	1831	Metabolic disease	Metabolic disease	marker/mechanism		22556341
d008659	Hyperkalemia	MESH:D006947	CYP17A1	1586	Metabolic disease	Metabolic disease	marker/mechanism		18645707
d008659	Hyperkalemia	MESH:D006947	INS	3630	Metabolic disease	Metabolic disease	marker/mechanism|therapeutic		20466255|8606734
d008659	Hyperlipidemia, Familial Combined	MESH:D006950	FASLG	356	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		15063428
d008659	Hyperlipidemia, Familial Combined	MESH:D006950	LPL	4023	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	144250	
d008659	Hyperlipidemia, Familial Combined	MESH:D006950	USF1	7391	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	602491	
d008659	Hyperlipidemias	MESH:D006949	ABCB1A	18671	Metabolic disease	Metabolic disease	marker/mechanism		24502637
d008659	Hyperlipidemias	MESH:D006949	ADRB2	154	Metabolic disease	Metabolic disease	marker/mechanism		16027735
d008659	Hyperlipidemias	MESH:D006949	ADRB3	155	Metabolic disease	Metabolic disease	marker/mechanism		16027735
d008659	Hyperlipidemias	MESH:D006949	APC	324	Metabolic disease	Metabolic disease	marker/mechanism		17546600
d008659	Hyperlipidemias	MESH:D006949	APOB	338	Metabolic disease	Metabolic disease	marker/mechanism		17658632
d008659	Hyperlipidemias	MESH:D006949	APOE	348	Metabolic disease	Metabolic disease	marker/mechanism		11947894|12871831|20530721|20937366
d008659	Hyperlipidemias	MESH:D006949	CES1G	12623	Metabolic disease	Metabolic disease	marker/mechanism		24597639
d008659	Hyperlipidemias	MESH:D006949	CETP	1071	Metabolic disease	Metabolic disease	marker/mechanism		10519734
d008659	Hyperlipidemias	MESH:D006949	GCG	2641	Metabolic disease	Metabolic disease	therapeutic		69995
d008659	Hyperlipidemias	MESH:D006949	IRS1	3667	Metabolic disease	Metabolic disease	marker/mechanism		10591678
d008659	Hyperlipidemias	MESH:D006949	LDLR	3949	Metabolic disease	Metabolic disease	marker/mechanism		11947894|25619500
d008659	Hyperlipidemias	MESH:D006949	LEPR	3953	Metabolic disease	Metabolic disease	marker/mechanism		25222487
d008659	Hyperlipidemias	MESH:D006949	LIPC	3990	Metabolic disease	Metabolic disease	marker/mechanism		1883393
d008659	Hyperlipidemias	MESH:D006949	LMX1B	4010	Metabolic disease	Metabolic disease	marker/mechanism		20199424
d008659	Hyperlipidemias	MESH:D006949	LPL	4023	Metabolic disease	Metabolic disease	marker/mechanism		17658632
d008659	Hyperlipidemias	MESH:D006949	NEIL1	79661	Metabolic disease	Metabolic disease	marker/mechanism		21285402
d008659	Hyperlipidemias	MESH:D006949	NOS3	4846	Metabolic disease	Metabolic disease	marker/mechanism		11457755
d008659	Hyperlipidemias	MESH:D006949	PPARA	5465	Metabolic disease	Metabolic disease	therapeutic		21640707
d008659	Hyperlipidemias	MESH:D006949	PPARGC1B	133522	Metabolic disease	Metabolic disease	marker/mechanism		17932310
d008659	Hyperlipoproteinemias	MESH:D006951	APOC3	345	Metabolic disease	Metabolic disease	marker/mechanism		2022742
d008659	Hyperlipoproteinemias	MESH:D006951	CETP	1071	Metabolic disease	Metabolic disease	marker/mechanism		2215607|8408659
d008659	Hyperlipoproteinemias	MESH:D006951	LIPC	3990	Metabolic disease	Metabolic disease	marker/mechanism		18160998
d008659	Hyperlipoproteinemias	MESH:D006951	PON1	5444	Metabolic disease	Metabolic disease	marker/mechanism		15324535
d008659	Hyperlipoproteinemias	MESH:D006951	PPARA	5465	Metabolic disease	Metabolic disease	marker/mechanism		10828087
d008659	Hyperlipoproteinemia Type I	MESH:D008072	APOC2	344	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	207750	
d008659	Hyperlipoproteinemia Type I	MESH:D008072	LPL	4023	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	238600	
d008659	HYPERLIPOPROTEINEMIA, TYPE ID	OMIM:615947	GPIHBP1	338328	Metabolic disease	Metabolic disease	marker/mechanism	615947	
d008659	Hyperlipoproteinemia Type II	MESH:D006938	ABCA1	19	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		16030523
d008659	Hyperlipoproteinemia Type II	MESH:D006938	APOA2	336	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		12522687
d008659	Hyperlipoproteinemia Type II	MESH:D006938	APOA4	337	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		16030523
d008659	Hyperlipoproteinemia Type II	MESH:D006938	APOB	338	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	144010	10952765
d008659	Hyperlipoproteinemia Type II	MESH:D006938	APOC3	345	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		16030523
d008659	Hyperlipoproteinemia Type II	MESH:D006938	APOE	348	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		16030523
d008659	Hyperlipoproteinemia Type II	MESH:D006938	CETP	1071	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		16030523
d008659	Hyperlipoproteinemia Type II	MESH:D006938	HMGCR	3156	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		12477733
d008659	Hyperlipoproteinemia Type II	MESH:D006938	LDLR	3949	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		10952765|11600564|12009418|12477733|12522687|12673584|9430375
d008659	Hyperlipoproteinemia Type II	MESH:D006938	LIPC	3990	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		16030523
d008659	Hyperlipoproteinemia Type II	MESH:D006938	LPL	4023	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		16030523
d008659	Hyperlipoproteinemia Type II	MESH:D006938	PON1	5444	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		16030523|16238680
d008659	Hyperlipoproteinemia Type II	MESH:D006938	PON2	5445	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		16030523
d008659	Hyperlipoproteinemia Type III	MESH:D006952	APOA5	116519	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		16143024
d008659	Hyperlipoproteinemia Type III	MESH:D006952	APOE	348	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	617347	12506591|16143024|9649566
d008659	Hyperlipoproteinemia Type IV	MESH:D006953	APOA5	116519	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	145750	
d008659	Hyperlipoproteinemia Type V	MESH:D006954	APOA5	116519	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	144650	
d008659	Hyperlysinemias	MESH:D020167	AASS	10157	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	238700	
d008659	HYPERMANGANESEMIA WITH DYSTONIA 1	OMIM:613280	SLC30A10	55532	Metabolic disease	Metabolic disease	marker/mechanism	613280	
d008659	HYPERMANGANESEMIA WITH DYSTONIA 2	OMIM:617013	SLC39A14	23516	Metabolic disease	Metabolic disease	marker/mechanism	617013	
d008659	Hypermanganesemia with Dystonia Polycythemia and Cirrhosis	MESH:C548016	SLC30A10	55532	Metabolic disease	Metabolic disease	marker/mechanism		22341971|22926781
d008659	Hypermethioninemia	MESH:C564683	AHCY	191	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	613752	26974671
d008659	Hypermethioninemia	MESH:C564683	GNMT	27232	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	606664	11596649|11810299
d008659	Hypermethioninemia	MESH:C564683	MAT1A	4143	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	250850	
d008659	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY	OMIM:614300	ADK	132	Genetic disease (inborn)|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	Genetic disease (inborn)|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	marker/mechanism	614300	21963049
d008659	Hypernatremia	MESH:D006955	POMC	5443	Metabolic disease	Metabolic disease	marker/mechanism		10100081|6279499
d008659	HYPEROXALURIA, PRIMARY, TYPE III	OMIM:613616	HOGA1	112817	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	613616	
d008659	Hyperphenylalaninemia, BH4-Deficient, B	MESH:C562656	GCH1	2643	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	233910	
d008659	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C	OMIM:261630	QDPR	5860	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	261630	
d008659	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D	OMIM:264070	PCBD1	5092	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	264070	
d008659	HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT	OMIM:617384	DNAJC12	56521	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	617384	
d008659	Hyperphosphatasia with Mental Retardation	MESH:C565495	PGAP3	93210	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	marker/mechanism	615716	
d008659	Hyperphosphatasia with Mental Retardation	MESH:C565495	PIGO	84720	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	marker/mechanism	614749	
d008659	Hyperphosphatasia with Mental Retardation	MESH:C565495	PIGV	55650	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	marker/mechanism	239300	
d008659	Hyperphosphatasia with Mental Retardation	MESH:C565495	PIGW	284098	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	marker/mechanism	616025	
d008659	Hyperphosphatasia with Mental Retardation	MESH:C565495	PIGY	84992	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	marker/mechanism	616809	
d008659	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 3	OMIM:614207	PGAP2	27315	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	Congenital abnormality|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms	marker/mechanism	614207	
d008659	Hyperphosphatemia	MESH:D054559	FGF23	8074	Metabolic disease	Metabolic disease	marker/mechanism		17710231
d008659	Hyperphosphatemia	MESH:D054559	GALNT3	2591	Metabolic disease	Metabolic disease	marker/mechanism		17710231
d008659	Hyperphosphatemia	MESH:D054559	KL	9365	Metabolic disease	Metabolic disease	marker/mechanism		17710231
d008659	Hyperphosphatemia	MESH:D054559	PTH	5741	Metabolic disease	Metabolic disease	marker/mechanism		12399635
d008659	Hyperproinsulinemia	MESH:C562776	INS	3630	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease	marker/mechanism	616214	
d008659	Hyperprolinemia type 2	MESH:C538385	ALDH4A1	8659	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	239510	25641190
d008659	HYPERPROLINEMIA, TYPE I	OMIM:239500	PRODH	5625	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	239500	
d008659	Hypertriglyceridemia	MESH:D015228	ANGPTL4	51129	Metabolic disease	Metabolic disease	marker/mechanism		28842503
d008659	Hypertriglyceridemia	MESH:D015228	APOA5	116519	Metabolic disease	Metabolic disease	marker/mechanism		20657596
d008659	Hypertriglyceridemia	MESH:D015228	APOB	338	Metabolic disease	Metabolic disease	marker/mechanism		20657596
d008659	Hypertriglyceridemia	MESH:D015228	BCHE	590	Metabolic disease	Metabolic disease	marker/mechanism		23000450
d008659	Hypertriglyceridemia	MESH:D015228	CETP	1071	Metabolic disease	Metabolic disease	marker/mechanism		12754275
d008659	Hypertriglyceridemia	MESH:D015228	CRP	1401	Metabolic disease	Metabolic disease	therapeutic		11893366
d008659	Hypertriglyceridemia	MESH:D015228	GCKR	2646	Metabolic disease	Metabolic disease	marker/mechanism		20657596
d008659	Hypertriglyceridemia	MESH:D015228	IFNA	111654	Metabolic disease	Metabolic disease	marker/mechanism		15304625
d008659	Hypertriglyceridemia	MESH:D015228	IFNA2	3440	Metabolic disease	Metabolic disease	marker/mechanism		12643008
d008659	Hypertriglyceridemia	MESH:D015228	INS	3630	Metabolic disease	Metabolic disease	marker/mechanism		12754275
d008659	Hypertriglyceridemia	MESH:D015228	LMF1	64788	Metabolic disease	Metabolic disease	marker/mechanism		17994020
d008659	Hypertriglyceridemia	MESH:D015228	LPL	4023	Metabolic disease	Metabolic disease	marker/mechanism|therapeutic		20657596|8147947
d008659	Hypertriglyceridemia	MESH:D015228	PLTP	5360	Metabolic disease	Metabolic disease	marker/mechanism		12754275
d008659	Hypertriglyceridemia	MESH:D015228	PPARA	5465	Metabolic disease	Metabolic disease	marker/mechanism		15309680
d008659	HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTILE	OMIM:614480	GPD1	2819	Metabolic disease	Metabolic disease	marker/mechanism	614480	
d008659	HYPERURICEMIA, PULMONARY HYPERTENSION, RENAL FAILURE, AND ALKALOSIS SYNDROME	OMIM:613845	SARS2	54938	Metabolic disease|Pathology (process)|Respiratory tract disease|Urogenital disease (female)|Urogenital disease (male)	Metabolic disease|Pathology (process)|Respiratory tract disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	613845	
d008659	Hypoadiponectinemia	MESH:C567258	ADIPOQ	9370	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	612556	
d008659	Hypoalphalipoproteinemias	MESH:D052456	ABCA1	19	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	604091	
d008659	Hypobetalipoproteinemia, Familial	MESH:C566267	APOB	338	Metabolic disease	Metabolic disease	marker/mechanism	615558	
d008659	Hypobetalipoproteinemia, Familial, 2	MESH:C565732	ANGPTL3	27329	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	605019	
d008659	Hypobetalipoproteinemia, Familial, Apolipoprotein B	MESH:D052476	APOB	338	Metabolic disease	Metabolic disease	marker/mechanism		2567736|2843815|3473077
d008659	Hypocalcemia	MESH:D006996	CASR	846	Metabolic disease	Metabolic disease	marker/mechanism		11701698|7874174
d008659	Hypocalcemia	MESH:D006996	POMC	5443	Metabolic disease	Metabolic disease	marker/mechanism		3017235
d008659	Hypocalcemia	MESH:D006996	PTH	5741	Metabolic disease	Metabolic disease	marker/mechanism		11701698|11770836
d008659	Hypocalcemia, Autosomal Dominant, with Bartter Syndrome	MESH:C563374	CASR	846	Endocrine system disease|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Endocrine system disease|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	601198	
d008659	Hypocalciuric hypercalcemia, familial, type 1	MESH:C537145	CASR	846	Metabolic disease	Metabolic disease	marker/mechanism	145980	7916660
d008659	Hypocalciuric hypercalcemia, familial, type 2	MESH:C537146	GNA11	2767	Metabolic disease	Metabolic disease	marker/mechanism	145981	
d008659	Hypoglycemia	MESH:D007003	CACNA1C	775	Metabolic disease	Metabolic disease	marker/mechanism		15454078
d008659	Hypoglycemia	MESH:D007003	GSR	2936	Metabolic disease	Metabolic disease	marker/mechanism		20620209
d008659	Hypoglycemia	MESH:D007003	HNF1A	6927	Metabolic disease	Metabolic disease	marker/mechanism		15787664
d008659	Hypoglycemia	MESH:D007003	IGF2	3481	Metabolic disease	Metabolic disease	marker/mechanism		3185662
d008659	Hypoglycemia	MESH:D007003	IL1B	3553	Metabolic disease	Metabolic disease	marker/mechanism		1884014
d008659	Hypoglycemia	MESH:D007003	INS	3630	Metabolic disease	Metabolic disease	marker/mechanism		1324617|1646414|1890151|20620209|22940631|2554359|48835
d008659	Hypoglycemia	MESH:D007003	INS1	16333	Metabolic disease	Metabolic disease	marker/mechanism		18545258|222008|3084764|6797439
d008659	Hypoglycemia	MESH:D007003	PPARA	5465	Metabolic disease	Metabolic disease	marker/mechanism		16777972
d008659	Hypoglycemia	MESH:D007003	SERPINA1	5265	Metabolic disease	Metabolic disease	marker/mechanism		17659342
d008659	Hypoglycemia	MESH:D007003	SOD2	6648	Metabolic disease	Metabolic disease	marker/mechanism		20620209
d008659	Hypoglycemia	MESH:D007003	TNF	7124	Metabolic disease	Metabolic disease	marker/mechanism		8774068
d008659	Hypoglycemia, leucine-induced	MESH:C537150	ABCC8	6833	Metabolic disease	Metabolic disease	marker/mechanism	240800	
d008659	HYPOINSULINEMIC HYPOGLYCEMIA WITH HEMIHYPERTROPHY	OMIM:240900	AKT2	208	Metabolic disease|Pathology (anatomical condition)|Pathology (process)	Metabolic disease|Pathology (anatomical condition)|Pathology (process)	marker/mechanism	240900	
d008659	Hypokalemia	MESH:D007008	ADRB2	154	Metabolic disease	Metabolic disease	marker/mechanism		17292646|1848636|2826064
d008659	Hypokalemia	MESH:D007008	AGT	183	Metabolic disease	Metabolic disease	therapeutic		7182184
d008659	Hypokalemia	MESH:D007008	INS	3630	Metabolic disease	Metabolic disease	marker/mechanism		496411
d008659	Hypokalemia	MESH:D007008	NPPB	4879	Metabolic disease	Metabolic disease	marker/mechanism		20339970
d008659	Hypokalemia	MESH:D007008	NR3C1	2908	Metabolic disease	Metabolic disease	marker/mechanism		11932321
d008659	Hypokalemia	MESH:D007008	POMC	5443	Metabolic disease	Metabolic disease	marker/mechanism		10100081|1327015|323586|4323972|6254450|6258369|6279499|8035395|8562174
d008659	Hypokalemia	MESH:D007008	SST	6750	Metabolic disease	Metabolic disease	therapeutic		2563217
d008659	Hypokalemic Periodic Paralysis	MESH:D020514	CACNA1S	779	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		11912116|19822448
d008659	Hypokalemic Periodic Paralysis	MESH:D020514	SCN4A	6329	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism		11912116
d008659	HYPOKALEMIC PERIODIC PARALYSIS, TYPE 1	OMIM:170400	CACNA1S	779	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	170400	
d008659	HYPOKALEMIC PERIODIC PARALYSIS, TYPE 1	OMIM:170400	SCN4A	6329	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	170400	
d008659	Hypokalemic Periodic Paralysis, Type 2	MESH:C567635	SCN4A	6329	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	613345	
d008659	Hypolipoproteinemias	MESH:D007009	LPA	4018	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		10484779
d008659	Hypomagnesemia 1, Intestinal	MESH:C566593	TRPM6	140803	Metabolic disease|Nutrition disorder	Metabolic disease|Nutrition disorder	marker/mechanism	602014	
d008659	Hypomagnesemia 2, renal	MESH:C537152	FXYD2	486	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	154020	
d008659	Hypomagnesemia 4, Renal	MESH:C567127	EGF	1950	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	611718	
d008659	Hypomagnesemia 5, Renal, with Ocular Involvement	MESH:C565423	CLDN19	149461	Eye disease|Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Eye disease|Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	248190	
d008659	HYPOMAGNESEMIA 6, RENAL	OMIM:613882	CNNM2	54805	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	613882	
d008659	Hypomagnesemia primary	MESH:C537153	CLDN16	10686	Genetic disease (inborn)|Metabolic disease|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	248250	
d008659	Hypomagnesemia primary	MESH:C537153	FXYD2	486	Genetic disease (inborn)|Metabolic disease|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism		11062458
d008659	HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION 1	OMIM:616418	CNNM2	54805	Genetic disease (inborn)|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	616418	
d008659	Hypomyelination, Global Cerebral	MESH:C567847	SLC25A12	8604	Genetic disease (inborn)|Metabolic disease|Nervous system disease|Signs and symptoms	Genetic disease (inborn)|Metabolic disease|Nervous system disease|Signs and symptoms	marker/mechanism	612949	
d008659	Hyponatremia	MESH:D007010	AVP	551	Metabolic disease	Metabolic disease	marker/mechanism		6920297
d008659	Hyponatremia	MESH:D007010	IFNG	3458	Metabolic disease	Metabolic disease	marker/mechanism		3091246
d008659	Hyponatremia	MESH:D007010	OXT	5020	Metabolic disease	Metabolic disease	marker/mechanism		19397503|3923190|6407273
d008659	Hyponatremia	MESH:D007010	TRPV4	59341	Metabolic disease	Metabolic disease	marker/mechanism		19666518
d008659	Hypophosphatasia	MESH:D007014	ALPL	249	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		27466191
d008659	Hypophosphatasia	MESH:D007014	P2RX7	5027	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism		27466191
d008659	Hypophosphatasia, Adult	MESH:C562647	ALPL	249	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	146300	
